animal_id,breed,intake_type,intake_subtype,intake_date,intake_time,intake_condition,outcome,outcome_date,outcome_time,impound_num
A0985383,PIT BULL,OWNER SURRENDER,GENERAL,03/18/2017,21:51:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,03/22/2017,11:45:00,K17-374247
A0999885,ST BERNARD RGH,STRAY,AT LARGE,07/03/2017,20:02:00,HEALTHY,RETURNED TO OWNER,07/03/2017,20:22:00,K17-386049
A1000685,ROTTWEILER,OWNER SURRENDER,GENERAL,07/04/2017,11:49:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,07/05/2017,11:59:00,K17-386091
A1006149,LABRADOR RETR,OWNER SURRENDER,GENERAL,08/23/2017,14:32:00,HEALTHY,ADOPTION,09/02/2017,00:00:00,K17-391536
A0991249,LABRADOR RETR,OWNER SURRENDER,GENERAL,04/29/2017,12:39:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,04/30/2017,10:44:00,K17-378259
A0997302,PIT BULL,STRAY,AT LARGE,06/06/2017,15:34:00,HEALTHY,ADOPTION,06/20/2017,17:10:00,K17-382865
A0999702,CHIHUAHUA LH,OWNER SURRENDER,GENERAL,06/25/2017,12:35:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,06/30/2017,13:00:00,K17-385021
A0964607,PIT BULL,STRAY,AT LARGE,11/11/2016,12:29:00,UNHEALTHY UNTREATABLE CONTAGIOUS,EUTHANIZED,11/11/2016,13:20:00,K16-364098
A1009811,CHIHUAHUA SH,STRAY,AT LARGE,09/28/2017,18:02:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,10/02/2017,18:03:00,K17-395234
A0986245,WELSH CORGI CAR,OWNER SURRENDER,GENERAL,04/13/2017,15:10:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,04/15/2017,11:38:00,K17-376563
A1004666,PIT BULL,STRAY,AT LARGE,08/09/2017,19:49:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,08/13/2017,10:14:00,K17-390103
A1001393,SHIH TZU,OWNER SURRENDER,EUTHANASIA REQUESTED,07/10/2017,13:34:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,07/10/2017,14:07:00,K17-386835
A1008671,PARSON RUSS TER,STRAY,AT LARGE,09/16/2017,16:50:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,09/21/2017,17:07:00,K17-393997
A1003525,PIT BULL,STRAY,AT LARGE,07/30/2017,08:51:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,08/03/2017,15:37:00,K17-388943
A0998391,BOXER,CONFISCATED,KEEP SAFE,07/16/2017,12:01:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,07/17/2017,18:26:00,K17-383722
A0740225,LABRADOR RETR,OWNER SURRENDER,EUTHANASIA REQUESTED,07/29/2017,13:48:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,07/29/2017,14:18:00,K17-388879
A0967746,GERM SHEPHERD,OWNER SURRENDER,GENERAL,12/04/2016,13:17:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,12/09/2016,18:19:00,K16-365841
A0998065,FLAT COAT RETR,STRAY,AT LARGE,06/11/2017,12:32:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,06/15/2017,12:22:00,K17-383436
A0982733,CHIHUAHUA SH,STRAY,AT LARGE,02/25/2017,14:14:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,02/25/2017,14:15:00,K17-372337
A1007797,LABRADOR RETR,STRAY,AT LARGE,09/07/2017,16:11:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,09/07/2017,17:01:00,K17-393096
A0980511,GERM SHEPHERD,LOST REPORT,OTHER,02/10/2017,14:47:00,HEALTHY,LOST REPORT,02/21/2017,08:22:00,K17-371103
A0852309,ROTTWEILER,CONFISCATED,QUARANTINE,07/19/2017,13:14:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,07/29/2017,10:39:00,K17-387918
A1004481,BEAGLE,STRAY,AT LARGE,08/08/2017,12:17:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,08/15/2017,17:49:00,K17-389915
A1004268,LABRADOR RETR,STRAY,AT LARGE,08/06/2017,03:59:00,TREATABLE MANAGEABLE CONTAGIOUS,TRANSFER,08/07/2017,17:03:00,K17-389694
A0989220,CHIHUAHUA SH,STRAY,AT LARGE,04/15/2017,10:15:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,04/15/2017,10:17:00,K17-376725
A0997626,GERM SHEPHERD,OWNER SURRENDER,GENERAL,06/08/2017,11:22:00,TREATABLE REHABILITABLE CONTAGIOUS,TRANSFER,06/27/2017,18:36:00,K17-383060
A1009328,PIT BULL,OWNER SURRENDER,GENERAL,09/24/2017,16:33:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,OTHER,09/24/2017,00:00:00,K17-394730
A0985218,GERM SHEPHERD,STRAY,AT LARGE,03/17/2017,14:14:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,04/06/2017,15:52:00,K17-374101
A1006341,AM PIT BULL TER,STRAY,AT LARGE,08/25/2017,15:06:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,09/14/2017,13:22:00,K17-391743
A1002214,LABRADOR RETR,STRAY,AT LARGE,09/13/2017,07:40:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,09/19/2017,15:29:00,K17-393554
A0964060,CHIHUAHUA SH,CONFISCATED,KEEP SAFE,11/09/2016,13:11:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,11/26/2016,16:31:00,K16-363890
A1009215,GERM SHEPHERD,STRAY,AT LARGE,09/23/2017,10:55:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,09/29/2017,10:51:00,K17-394614
A1003896,GERM SHEPHERD,STRAY,AT LARGE,08/02/2017,13:55:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,08/04/2017,16:08:00,K17-389324
A0971104,PIT BULL,STRAY,AT LARGE,07/26/2017,10:32:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,07/29/2017,14:18:00,K17-388565
A1000200,GERM SHEPHERD,STRAY,AT LARGE,06/29/2017,15:24:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,06/29/2017,16:28:00,K17-385562
A0986709,ROTTWEILER,OWNER SURRENDER,GENERAL,03/28/2017,22:01:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,03/29/2017,14:01:00,K17-375125
A0981785,GERM SHEPHERD,STRAY,AT LARGE,08/11/2017,21:54:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,08/22/2017,11:10:00,K17-390304
A1005154,DOBERMAN PINSCH,STRAY,AT LARGE,08/15/2017,08:13:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,08/16/2017,17:41:00,K17-390605
A1006181,PIT BULL,OWNER SURRENDER,GENERAL,08/23/2017,22:34:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,09/01/2017,12:45:00,K17-391570
A0999394,FOX TERR WIRE,FOUND REPORT,OTHER,06/22/2017,15:04:00,HEALTHY,FOUND REPORT,07/03/2017,12:13:00,K17-384674
A1006285,GERM SHEPHERD,OWNER SURRENDER,EUTHANASIA REQUESTED,08/25/2017,09:59:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,08/25/2017,11:19:00,K17-391682
A0738770,MASTIFF,OWNER SURRENDER,GENERAL,07/28/2017,17:35:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,07/29/2017,12:56:00,K17-388815
A0984229,AM PIT BULL TER,STRAY,AT LARGE,08/14/2017,17:47:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,08/25/2017,18:30:00,K17-390574
A0995319,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,05/24/2017,18:25:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,05/29/2017,14:57:00,K17-381294
A0969706,PIT BULL,OWNER SURRENDER,GENERAL,12/15/2016,18:13:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,12/20/2016,18:25:00,K16-366770
A0950807,PIT BULL,OWNER SURRENDER,RETURN30,07/27/2017,13:58:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,07/29/2017,12:56:00,K17-388692
A1005580,PIT BULL,STRAY,DEAD ON ARRIVAL,08/17/2017,12:05:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,08/17/2017,00:00:00,K17-390906
A0992152,LABRADOR RETR,STRAY,AT LARGE,05/05/2017,10:57:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,05/05/2017,12:04:00,K17-378962
A0994975,BELG MALINOIS,STRAY,AT LARGE,05/23/2017,09:04:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,06/06/2017,17:48:00,K17-381028
A0983951,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,03/08/2017,15:19:00,HEALTHY,ADOPTION,03/11/2017,15:30:00,K17-373244
A1008493,GERM SHEPHERD,STRAY,AT LARGE,09/15/2017,09:32:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,DIED,09/19/2017,07:05:00,K17-393802
A0984012,CHIHUAHUA SH,STRAY,AT LARGE,03/08/2017,15:05:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,03/13/2017,18:34:00,K17-373299
A1004122,AUST CATTLE DOG,STRAY,AT LARGE,08/04/2017,13:47:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,08/14/2017,09:20:00,K17-389548
A0964859,POODLE MIN,STRAY,AT LARGE,11/14/2016,11:17:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,11/19/2016,10:44:00,K16-364312
A0995328,PIT BULL,STRAY,AT LARGE,05/24/2017,19:52:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,05/28/2017,11:01:00,K17-381305
A0987117,BORDER COLLIE,OWNER SURRENDER,GENERAL,04/09/2017,12:10:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,04/23/2017,15:07:00,K17-376109
A0969703,PIT BULL,OWNER SURRENDER,GENERAL,12/15/2016,18:13:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,12/16/2016,12:50:00,K16-366767
A0984646,PIT BULL,STRAY,CONFINED,03/14/2017,09:27:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,03/18/2017,10:38:00,K17-373778
A1009391,PIT BULL,STRAY,CONFINED,09/25/2017,15:54:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,09/29/2017,12:34:00,K17-394804
A1006963,RAT TERRIER,OWNER SURRENDER,GENERAL,08/31/2017,13:19:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,09/09/2017,10:45:00,K17-392362
A0996292,PIT BULL,OWNER SURRENDER,GENERAL,08/03/2017,14:08:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,08/03/2017,21:28:00,K17-389436
A0964691,PIT BULL,OWNER SURRENDER,GENERAL,02/06/2017,11:02:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,02/09/2017,13:19:00,K17-370719
A1003125,GERM SHEPHERD,OWNER SURRENDER,GENERAL,07/26/2017,08:44:00,UNHEALTHY UNTREATABLE CONTAGIOUS,EUTHANIZED,07/26/2017,15:49:00,K17-388559
A0999486,LABRADOR RETR,OWNER SURRENDER,GENERAL,06/23/2017,14:12:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,06/23/2017,18:32:00,K17-384779
A1009956,AUST CATTLE DOG,STRAY,AT LARGE,09/30/2017,12:33:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,10/08/2017,13:23:00,K17-395388
A0983034,PIT BULL,STRAY,CONFINED,03/01/2017,11:18:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,03/05/2017,11:09:00,K17-372583
A0969062,CAIRN TERRIER,OWNER SURRENDER,RETURN30,12/26/2016,12:21:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,12/26/2016,13:52:00,K16-367547
A0714881,SCHNAUZER STAND,STRAY,AT LARGE,07/30/2017,11:32:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,07/30/2017,14:29:00,K17-388980
A0882934,COLLIE ROUGH,OWNER SURRENDER,GENERAL,08/19/2017,11:47:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,08/22/2017,11:44:00,K17-391153
A0987043,ENG COONHOUND,OWNER SURRENDER,GENERAL,03/30/2017,18:49:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,04/10/2017,14:49:00,K17-375323
A1000246,LABRADOR RETR,STRAY,AT LARGE,06/30/2017,09:48:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,07/04/2017,09:27:00,K17-385618
A0980017,LABRADOR RETR,OWNER SURRENDER,GENERAL,02/07/2017,16:34:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,02/09/2017,19:01:00,K17-370863
A0992906,PIT BULL,STRAY,AT LARGE,05/11/2017,08:27:00,UNHEALTHY UNTREATABLE CONTAGIOUS,EUTHANIZED,05/15/2017,08:15:00,K17-379644
A0991455,POODLE MIN,STRAY,AT LARGE,05/01/2017,11:41:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,05/01/2017,11:43:00,K17-378443
A0988162,CHIHUAHUA SH,STRAY,AT LARGE,04/08/2017,13:50:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,04/08/2017,13:53:00,K17-376073
A0990395,PIT BULL,OWNER SURRENDER,GENERAL,04/24/2017,13:18:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,05/04/2017,15:24:00,K17-377666
A0963798,AMER BULLDOG,OWNER SURRENDER,GENERAL,11/08/2016,13:24:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,12/12/2016,14:40:00,K16-363788
A0956391,PIT BULL,OWNER SURRENDER,GENERAL,09/17/2017,21:51:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,09/18/2017,14:10:00,K17-394067
A0990542,PIT BULL,STRAY,AT LARGE,04/25/2017,12:04:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,04/29/2017,09:25:00,K17-377762
A1001194,CHIHUAHUA SH,STRAY,AT LARGE,07/08/2017,13:39:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,07/15/2017,13:47:00,K17-386613
A1006504,LABRADOR RETR,STRAY,AT LARGE,08/27/2017,11:39:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,09/05/2017,12:54:00,K17-391917
A0964612,PIT BULL,STRAY,AT LARGE,11/11/2016,12:29:00,UNHEALTHY UNTREATABLE CONTAGIOUS,EUTHANIZED,11/11/2016,13:22:00,K16-364101
A0999147,CAIRN TERRIER,FOUND REPORT,OTHER,06/20/2017,13:43:00,HEALTHY,FOUND REPORT,07/01/2017,07:31:00,K17-384415
A0967892,CHIHUAHUA SH,STRAY,AT LARGE,12/05/2016,11:42:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,12/19/2016,14:25:00,K16-365893
A0963857,GERM SHEPHERD,STRAY,AT LARGE,11/08/2016,15:41:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,11/25/2016,16:07:00,K16-363808
A1000461,CHIHUAHUA SH,STRAY,AT LARGE,07/02/2017,11:02:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,07/12/2017,17:26:00,K17-385850
A0982502,SCHNAUZER STAND,STRAY,AT LARGE,02/23/2017,17:17:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,02/27/2017,18:15:00,K17-372200
A0959531,PIT BULL,STRAY,CONFINED,07/19/2017,21:46:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,07/30/2017,15:16:00,K17-387985
A1006911,BOXER,STRAY,CONFINED,08/30/2017,22:34:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,09/05/2017,12:38:00,K17-392309
A0930879,DOBERMAN PINSCH,STRAY,CONFINED,08/14/2017,15:54:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,08/22/2017,14:40:00,K17-390559
A0964768,GERM SHEPHERD,STRAY,DEAD ON ARRIVAL,11/13/2016,11:30:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,11/13/2016,11:32:00,K16-364242
A1005024,POODLE STND,STRAY,AT LARGE,08/13/2017,15:49:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,08/14/2017,14:09:00,K17-390466
A0998296,LABRADOR RETR,STRAY,AT LARGE,09/27/2017,12:41:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,OTHER,09/27/2017,00:00:00,K17-395023
A0998178,PIT BULL,OWNER SURRENDER,GENERAL,06/12/2017,13:38:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,FOSTER,06/12/2017,14:16:00,K17-383533
A0967458,BORDER COLLIE,FOUND REPORT,OTHER,12/02/2016,09:39:00,HEALTHY,FOUND REPORT,01/21/2017,10:24:00,K16-365700
A0998230,TOY FOX TERRIER,STRAY,CONFINED,06/12/2017,16:21:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,06/23/2017,16:59:00,K17-383581
A0995860,MIN PINSCHER,STRAY,AT LARGE,05/29/2017,13:15:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,06/07/2017,18:05:00,K17-381790
A0989594,RAT TERRIER,STRAY,CONFINED,04/18/2017,21:06:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,05/03/2017,15:39:00,K17-377032
A0995492,GERM SHEPHERD,OWNER SURRENDER,GENERAL,05/25/2017,14:51:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,05/31/2017,17:29:00,K17-381420
A0995859,MIN PINSCHER,STRAY,AT LARGE,05/29/2017,13:15:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,06/03/2017,17:23:00,K17-381789
A0984277,ROTTWEILER,STRAY,AT LARGE,03/10/2017,18:10:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,03/16/2017,11:21:00,K17-373512
A0983930,LABRADOR RETR,OWNER SURRENDER,GENERAL,03/08/2017,14:03:00,HEALTHY,ADOPTION,03/09/2017,15:10:00,K17-373236
A1002561,PIT BULL,STRAY,CONFINED,07/21/2017,08:58:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,07/24/2017,12:33:00,K17-388070
A0984224,PIT BULL,OWNER SURRENDER,GENERAL,03/10/2017,13:35:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,03/30/2017,17:14:00,K17-373461
A0969872,SCHNAUZER MIN,STRAY,POSSIBLY OWNED,12/17/2016,17:28:00,HEALTHY,ADOPTION,12/23/2016,18:34:00,K16-366944
A0985669,PIT BULL,STRAY,CONFINED,06/23/2017,04:08:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,06/25/2017,14:52:00,K17-384718
A0991788,BOSTON TERRIER,OWNER SURRENDER,GENERAL,05/02/2017,17:22:00,HEALTHY,ADOPTION,05/06/2017,14:02:00,K17-378663
A0999070,BLACK MOUTH CUR,OWNER SURRENDER,GENERAL,06/19/2017,17:13:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,06/29/2017,09:48:00,K17-384330
A0963818,POODLE MIN,OWNER SURRENDER,GENERAL,11/08/2016,14:32:00,HEALTHY,ADOPTION,11/11/2016,17:08:00,K16-363795
A0964610,PIT BULL,STRAY,AT LARGE,11/11/2016,12:29:00,UNHEALTHY UNTREATABLE CONTAGIOUS,EUTHANIZED,11/11/2016,13:21:00,K16-364100
A0998304,PIT BULL,STRAY,AT LARGE,06/13/2017,09:53:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,06/17/2017,09:45:00,K17-383650
A1001526,ALASK MALAMUTE,OWNER SURRENDER,GENERAL,07/11/2017,15:11:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,07/17/2017,19:49:00,K17-386972
A0998152,ROTTWEILER,STRAY,AT LARGE,06/12/2017,11:12:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,06/15/2017,17:46:00,K17-383507
A1005817,CHIHUAHUA SH,STRAY,AT LARGE,08/19/2017,15:14:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,08/21/2017,18:56:00,K17-391186
A0997429,CHIHUAHUA SH,OWNER SURRENDER,EUTHANASIA REQUESTED,06/07/2017,11:02:00,UNHEALTHY UNTREATABLE CONTAGIOUS,EUTHANIZED,06/07/2017,11:15:00,K17-382937
A0975612,AUST SHEPHERD,OWNER SURRENDER,GENERAL,08/23/2017,16:24:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,08/23/2017,17:41:00,K17-391549
A0982295,GERM SHEPHERD,STRAY,AT LARGE,02/22/2017,16:55:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,03/05/2017,16:12:00,K17-372046
A1000478,AMER FOXHOUND,OWNER SURRENDER,RETURN30,07/13/2017,12:06:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,07/22/2017,16:16:00,K17-387171
A0820428,PIT BULL,STRAY,AT LARGE,07/22/2017,12:59:00,UNHEALTHY UNTREATABLE CONTAGIOUS,EUTHANIZED,07/30/2017,14:06:00,K17-388216
A0987824,CHIHUAHUA SH,STRAY,AT LARGE,04/06/2017,13:07:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,04/11/2017,16:52:00,K17-375822
A0986634,LABRADOR RETR,OWNER SURRENDER,GENERAL,03/28/2017,11:50:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,04/02/2017,10:36:00,K17-375079
A0967895,CHIHUAHUA SH,STRAY,AT LARGE,12/05/2016,11:42:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,12/12/2016,17:46:00,K16-365894
A0857009,ROTTWEILER,LOST REPORT,OTHER,04/05/2017,11:17:00,HEALTHY,LOST REPORT,04/23/2017,15:17:00,K17-375717
A1008056,GERM SHEPHERD,STRAY,CONFINED,09/10/2017,10:13:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,09/11/2017,09:34:00,K17-393350
A0615281,RAT TERRIER,STRAY,AT LARGE,08/22/2017,13:59:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,08/23/2017,15:19:00,K17-391405
A0982594,LHASA APSO,STRAY,POSSIBLY OWNED,02/24/2017,12:25:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,03/06/2017,19:04:00,K17-372231
A0997556,LABRADOR RETR,OWNER SURRENDER,GENERAL,06/07/2017,20:52:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,06/13/2017,17:45:00,K17-383017
