animal_id,breed,intake_type,intake_subtype,intake_date,intake_time,intake_condition,outcome,outcome_date,outcome_time,impound_num
A0265862,POMERANIAN,OWNER SURRENDER,EUTHANASIA REQUESTED,05/31/2016,12:43:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,05/31/2016,13:04:00,K16-348108
A0281958,PIT BULL,OWNER SURRENDER,GENERAL,07/08/2016,15:24:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,07/09/2016,15:37:00,K16-352335
A0518862,DACHSHUND,LOST REPORT,OTHER,10/08/2015,16:01:00,HEALTHY,LOST REPORT,10/27/2015,14:44:00,K15-329560
A0292637,CHINESE SHARPEI,OWNER SURRENDER,EUTHANASIA REQUESTED,01/31/2016,15:49:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,01/31/2016,17:02:00,K16-337997
A0293971,CHIHUAHUA SH,LOST REPORT,OTHER,05/03/2016,15:30:00,HEALTHY,LOST REPORT,07/01/2016,11:13:00,K16-345366
A0300868,POODLE MIN,OWNER SURRENDER,GENERAL,10/01/2015,17:53:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,10/06/2015,11:25:00,K15-328979
A0304352,LABRADOR RETR,OWNER SURRENDER,EUTHANASIA REQUESTED,02/09/2016,13:29:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,02/09/2016,15:09:00,K16-338663
A0316431,BORDER COLLIE,STRAY,POSSIBLY OWNED,04/30/2016,15:06:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,04/30/2016,17:02:00,K16-345066
A0327769,CHIHUAHUA SH,OWNER SURRENDER,EUTHANASIA REQUESTED,07/16/2016,12:12:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DIED,07/16/2016,18:32:00,K16-353064
A0336333,PIT BULL,OWNER SURRENDER,DEAD ON ARRIVAL,09/16/2016,18:28:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,09/21/2016,08:27:00,K16-359139
A0341928,DACHSHUND LH,LOST REPORT,OTHER,01/26/2016,08:32:00,HEALTHY,LOST REPORT,01/26/2016,11:57:00,K16-337562
A0353721,CHIHUAHUA SH,OWNER SURRENDER,EUTHANASIA REQUESTED,01/15/2016,13:25:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,01/15/2016,15:27:00,K16-336887
A0356065,BEAGLE,OWNER SURRENDER,DEAD ON ARRIVAL,01/26/2016,11:13:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,01/26/2016,11:15:00,K16-337570
A0402677,MIXED,OWNER SURRENDER,EUTHANASIA REQUESTED,03/06/2016,13:55:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,03/06/2016,15:45:00,K16-340470
A0405827,BEAGLE,OWNER SURRENDER,EUTHANASIA REQUESTED,10/15/2015,17:56:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,10/15/2015,20:42:00,K15-330094
A0407081,GERM SHEPHERD,OWNER SURRENDER,GENERAL,12/14/2015,13:13:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,12/14/2015,15:40:00,K15-334682
A0412623,LABRADOR RETR,LOST REPORT,OTHER,12/17/2015,17:59:00,HEALTHY,LOST REPORT,03/10/2016,14:35:00,K15-335320
A0439771,POMERANIAN,STRAY,AT LARGE,05/08/2016,12:11:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,05/08/2016,14:59:00,K16-345799
A0439931,SHEPHERD MIX,STRAY,CONFINED,12/29/2015,10:50:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,12/30/2015,12:50:00,K15-335611
A0439967,PIT BULL,OWNER SURRENDER,EUTHANASIA REQUESTED,09/10/2016,16:25:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,09/10/2016,17:22:00,K16-358579
A0443495,CHIHUAHUA SH,LOST REPORT,OTHER,07/05/2016,18:12:00,HEALTHY,LOST REPORT,07/16/2016,10:37:00,K16-352001
A0444038,LABRADOR RETR,STRAY,AT LARGE,05/04/2016,09:22:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,05/04/2016,18:06:00,K16-345404
A0444444,LABRADOR RETR,STRAY,AT LARGE,04/14/2016,10:27:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,04/21/2016,10:58:00,K16-343594
A0451207,GERM SHEPHERD,STRAY,POSSIBLY OWNED,04/16/2016,11:31:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,04/16/2016,17:38:00,K16-343768
A0461068,ROTTWEILER,OWNER SURRENDER,GENERAL,03/04/2016,15:19:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,03/05/2016,14:17:00,K16-340350
A0468421,QUEENSLAND HEEL,OWNER SURRENDER,EUTHANASIA REQUESTED,01/13/2016,14:44:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,01/13/2016,15:02:00,K16-336693
A0471705,COCKER SPAN,STRAY,POSSIBLY OWNED,11/01/2015,12:00:00,HEALTHY,RETURNED TO OWNER,11/02/2015,12:12:00,K15-331397
A0472479,ROTTWEILER,OWNER SURRENDER,EUTHANASIA REQUESTED,07/16/2016,15:08:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,07/16/2016,16:58:00,K16-353085
A0474843,PIT BULL,OWNER SURRENDER,EUTHANASIA REQUESTED,04/25/2016,12:16:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,04/25/2016,13:27:00,K16-344581
A0480558,ENG SPRNGR SPAN,CONFISCATED,KEEP SAFE,07/31/2016,11:15:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,08/02/2016,17:04:00,K16-354483
A0482648,LABRADOR RETR,STRAY,AT LARGE,07/04/2016,01:15:00,HEALTHY,RETURNED TO OWNER,07/05/2016,16:30:00,K16-351844
A0489693,ALASKAN HUSKY,CONFISCATED,KEEP SAFE,11/16/2015,20:57:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,11/17/2015,15:03:00,K15-332683
A0489693,ALASKAN HUSKY,OWNER SURRENDER,DEAD ON ARRIVAL,11/21/2015,15:40:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,11/21/2015,15:46:00,K15-333090
A0494603,LABRADOR RETR,STRAY,CONFINED,08/21/2016,19:25:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,08/21/2016,20:02:00,K16-356657
A0495340,ROTTWEILER,OWNER SURRENDER,GENERAL,06/25/2016,22:16:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,06/27/2016,12:07:00,K16-351044
A0495341,ROTTWEILER,OWNER SURRENDER,GENERAL,06/25/2016,22:16:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,06/27/2016,11:56:00,K16-351046
A0495375,ALASKAN HUSKY,CONFISCATED,KEEP SAFE,11/16/2015,20:57:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,11/25/2015,14:28:00,K15-332682
A0495743,LABRADOR RETR,STRAY,AT LARGE,08/18/2016,18:42:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,08/20/2016,13:20:00,K16-356350
A0495893,ROTTWEILER,STRAY,POSSIBLY OWNED,06/28/2016,10:04:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,06/28/2016,10:16:00,K16-351249
A0500656,ROTTWEILER,STRAY,DEAD ON ARRIVAL,11/01/2015,13:39:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,11/03/2015,18:16:00,K15-331415
A0501694,GERM SHEPHERD,STRAY,POSSIBLY OWNED,01/29/2016,17:10:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,04/02/2016,16:37:00,K16-337871
A0501952,DOBERMAN PINSCH,OWNER SURRENDER,EUTHANASIA REQUESTED,07/09/2016,11:37:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,07/10/2016,11:24:00,K16-352405
A0503239,CHOW CHOW,OWNER SURRENDER,EUTHANASIA REQUESTED,12/31/2015,12:22:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,01/01/2016,12:08:00,K15-335782
A0504813,BOXER,OWNER SURRENDER,GENERAL,07/10/2016,14:16:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,07/10/2016,16:35:00,K16-352510
A0505478,BULL TERRIER,LOST REPORT,OTHER,03/19/2016,11:14:00,HEALTHY,LOST REPORT,04/06/2016,10:23:00,K16-341462
A0506970,CAIRN TERRIER,OWNER SURRENDER,GENERAL,04/01/2016,15:45:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,04/13/2016,14:34:00,K16-342532
A0510532,COCKER SPAN,OWNER SURRENDER,GENERAL,07/19/2016,17:37:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,07/22/2016,15:05:00,K16-353357
A0512116,SIBERIAN HUSKY,STRAY,AT LARGE,05/27/2016,13:06:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,05/27/2016,17:49:00,K16-347733
A0512263,AUST SHEPHERD,STRAY,AT LARGE,04/13/2016,15:20:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,04/19/2016,18:08:00,K16-343565
A0514887,GERM SHEPHERD,OWNER SURRENDER,EUTHANASIA REQUESTED,11/13/2015,16:17:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,11/13/2015,17:43:00,K15-332458
A0519201,ROTTWEILER,OWNER SURRENDER,GENERAL,05/27/2016,13:29:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,05/31/2016,15:30:00,K16-347734
A0520124,COLLIE SMOOTH,OWNER SURRENDER,GENERAL,08/09/2016,11:34:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,08/09/2016,12:26:00,K16-355353
A0529699,LABRADOR RETR,OWNER SURRENDER,EUTHANASIA REQUESTED,02/03/2016,14:21:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,02/03/2016,14:59:00,K16-338227
A0531270,PIT BULL,LOST REPORT,OTHER,04/09/2016,12:30:00,HEALTHY,LOST REPORT,07/20/2016,12:03:00,K16-343193
A0531859,LABRADOR RETR,OWNER SURRENDER,GENERAL,07/18/2016,16:42:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,07/19/2016,10:58:00,K16-353256
A0533254,PARSON RUSS TER,OWNER SURRENDER,GENERAL,08/27/2016,14:41:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,09/11/2016,13:04:00,K16-357288
A0533776,PIT BULL,OWNER SURRENDER,EUTHANASIA REQUESTED,09/24/2016,10:17:00,UNHEALTHY UNTREATABLE CONTAGIOUS,EUTHANIZED,09/24/2016,12:06:00,K16-359783
A0534732,YORKSHIRE TERR,OWNER SURRENDER,EUTHANASIA REQUESTED,11/26/2015,13:32:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DIED,12/07/2015,15:30:00,K15-333439
A0538103,RAT TERRIER,STRAY,POSSIBLY OWNED,10/19/2015,13:44:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,11/02/2015,17:40:00,K15-330324
A0542429,AM PIT BULL TER,OWNER SURRENDER,GENERAL,06/09/2016,11:38:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,06/09/2016,12:14:00,K16-349204
A0542531,PUG,OWNER SURRENDER,GENERAL,04/16/2016,15:42:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,04/18/2016,14:10:00,K16-343802
A0545467,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,01/19/2016,11:04:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,03/02/2016,09:55:00,K16-337072
A0548624,COCKER SPAN,STRAY,CONFINED,04/28/2016,12:42:00,TREATABLE MANAGEABLE CONTAGIOUS,TRANSFER,05/09/2016,12:15:00,K16-344849
A0550499,AKITA,OWNER SURRENDER,EUTHANASIA REQUESTED,01/26/2016,12:33:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,01/26/2016,13:00:00,K16-337582
A0550882,PIT BULL,STRAY,AT LARGE,01/06/2016,23:27:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,01/28/2016,11:16:00,K16-336247
A0648182,ALASKAN HUSKY,FOUND REPORT,OTHER,10/04/2015,14:51:00,HEALTHY,FOUND REPORT,10/06/2015,15:05:00,K15-329212
A0551286,SCHNAUZER STAND,OWNER SURRENDER,GENERAL,06/18/2016,12:12:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,07/03/2016,15:19:00,K16-350255
A0553384,LABRADOR RETR,STRAY,POSSIBLY OWNED,01/07/2016,10:10:00,HEALTHY,TRANSFER,01/13/2016,18:01:00,K16-336258
A0553631,AIREDALE TERR,STRAY,POSSIBLY OWNED,01/12/2016,16:41:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,01/13/2016,11:53:00,K16-336642
A0553932,LABRADOR RETR,OWNER SURRENDER,GENERAL,07/26/2016,17:31:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,08/08/2016,12:49:00,K16-354004
A0556789,DACHSHUND,STRAY,POSSIBLY OWNED,01/07/2016,17:52:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,02/09/2016,00:00:00,K16-336308
A0557301,BEAGLE MIX,STRAY,POSSIBLY OWNED,08/13/2016,15:38:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,08/16/2016,14:56:00,K16-355804
A0559492,GERM SHEPHERD,STRAY,AT LARGE,03/16/2016,09:26:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,03/26/2016,14:42:00,K16-341213
A0561320,ALASKAN HUSKY,STRAY,AT LARGE,08/25/2016,20:07:00,HEALTHY,RETURNED TO OWNER,08/26/2016,13:08:00,K16-357121
A0564079,GERM SHEPHERD,LOST REPORT,OTHER,02/26/2016,14:27:00,HEALTHY,LOST REPORT,03/12/2016,12:40:00,K16-339858
A0564194,POMERANIAN,OWNER SURRENDER,EUTHANASIA REQUESTED,06/14/2016,13:49:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,06/14/2016,19:41:00,K16-349758
A0566214,HUSKY,OWNER SURRENDER,EUTHANASIA REQUESTED,02/17/2016,15:12:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,02/17/2016,16:17:00,K16-339173
A0566801,GREAT PYRENEES,LOST REPORT,OTHER,01/02/2016,12:38:00,HEALTHY,LOST REPORT,02/11/2016,10:36:00,K16-335858
A0567192,GERM SHEPHERD,STRAY,AT LARGE,03/18/2016,09:51:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,04/06/2016,14:07:00,K16-341370
A0567493,SIBERIAN HUSKY,STRAY,AT LARGE,05/27/2016,13:06:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,05/27/2016,17:49:00,K16-347732
A0568561,AKITA,STRAY,POSSIBLY OWNED,03/15/2016,11:07:00,HEALTHY,RETURNED TO OWNER,03/17/2016,11:47:00,K16-341138
A0650161,LABRADOR RETR,FOUND REPORT,OTHER,02/09/2016,16:53:00,HEALTHY,FOUND REPORT,02/19/2016,15:06:00,K16-338683
A0569275,LABRADOR RETR,STRAY,AT LARGE,03/29/2016,17:49:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,04/15/2016,17:57:00,K16-342244
A0569449,GERM SHEPHERD,LOST REPORT,OTHER,02/18/2016,13:54:00,HEALTHY,LOST REPORT,03/08/2016,09:26:00,K16-339219
A0570120,GERM SHEPHERD,LOST REPORT,OTHER,11/21/2015,16:27:00,HEALTHY,LOST REPORT,12/10/2015,11:31:00,K15-333100
A0570556,CHOW CHOW,STRAY,POSSIBLY OWNED,05/11/2016,13:29:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,05/23/2016,17:41:00,K16-346099
A0572610,AMERICAN STAFF,OWNER SURRENDER,GENERAL,01/08/2016,12:12:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,02/15/2016,10:01:00,K16-336356
A0574043,CHIHUAHUA SH,LOST REPORT,OTHER,02/17/2016,17:25:00,HEALTHY,LOST REPORT,03/08/2016,09:48:00,K16-339180
A0574821,GERM SHEPHERD,OWNER SURRENDER,GENERAL,12/30/2015,11:37:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,12/30/2015,12:09:00,K15-335703
A0575779,PARSON RUSS TER,STRAY,AT LARGE,06/18/2016,10:05:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,07/02/2016,16:10:00,K16-350224
A0576589,SCHNAUZER MIN,OWNER SURRENDER,GENERAL,07/26/2016,12:16:00,HEALTHY,ADOPTION,07/28/2016,11:18:00,K16-353959
A0576900,PIT BULL,CONFISCATED,QUARANTINE,04/28/2016,13:12:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,05/06/2016,12:02:00,K16-344856
A0577055,LABRADOR RETR,OWNER SURRENDER,EUTHANASIA REQUESTED,08/31/2016,13:15:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,08/31/2016,13:41:00,K16-357632
A0577331,PIT BULL,OWNER SURRENDER,EUTHANASIA REQUESTED,07/05/2016,14:05:00,UNHEALTHY UNTREATABLE CONTAGIOUS,EUTHANIZED,07/05/2016,00:00:00,K16-351964
A0577495,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,06/29/2016,18:06:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,06/29/2016,18:49:00,K16-351478
A0578637,LABRADOR RETR,FOSTER,GENERAL,10/20/2015,15:55:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DIED,10/20/2015,00:00:00,K16-343249
A0578637,LABRADOR RETR,OWNER SURRENDER,GENERAL,10/17/2015,14:41:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,FOSTER,10/19/2015,16:12:00,K15-330237
A0580058,SIBERIAN HUSKY,CONFISCATED,KEEP SAFE,11/16/2015,20:57:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,11/25/2015,14:29:00,K15-332681
A0582004,BLOODHOUND,STRAY,AT LARGE,03/31/2016,08:36:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,04/16/2016,12:01:00,K16-342366
A0582625,AUST SHEPHERD,CONFISCATED,QUARANTINE,10/29/2015,12:36:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,11/15/2015,16:22:00,K15-331161
A0583290,POODLE MIN,OWNER SURRENDER,EUTHANASIA REQUESTED,06/29/2016,14:58:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,06/29/2016,19:22:00,K16-351439
A0584656,SHIH TZU,OWNER SURRENDER,GENERAL,12/17/2015,15:21:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,12/31/2015,18:27:00,K15-334937
A0588275,SHEPHERD MIX,STRAY,AT LARGE,06/22/2016,16:20:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,06/22/2016,18:22:00,K16-350705
A0588468,POODLE MIX,STRAY,AT LARGE,08/16/2016,22:14:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,08/20/2016,13:50:00,K16-356149
A0588818,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,01/23/2016,15:45:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,01/24/2016,14:59:00,K16-337413
A0590638,ENG SPRNGR SPAN,CONFISCATED,KEEP SAFE,12/08/2015,10:07:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,12/29/2015,11:01:00,K15-334219
A0593547,AKITA,OWNER SURRENDER,EUTHANASIA REQUESTED,09/15/2016,17:50:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,09/15/2016,18:20:00,K16-359028
A0596327,BORDER TERRIER,OWNER SURRENDER,GENERAL,01/29/2016,12:56:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,02/15/2016,13:03:00,K16-337838
A0600234,BEAGLE,OWNER SURRENDER,GENERAL,08/01/2016,15:32:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,08/09/2016,14:53:00,K16-354636
A0601296,LABRADOR RETR,STRAY,AT LARGE,01/13/2016,15:29:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,01/14/2016,15:18:00,K16-336702
A0601695,PAPILLON,OWNER SURRENDER,GENERAL,03/10/2016,14:51:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,03/17/2016,13:36:00,K16-340738
A0602204,AUST SHEPHERD,CONFISCATED,QUARANTINE,07/07/2016,22:37:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,07/18/2016,14:38:00,K16-352281
A0605361,PITBULL,CONFISCATED,KEEP SAFE,06/19/2016,00:57:00,UNHEALTHY UNTREATABLE CONTAGIOUS,DEAD ON ARRIVAL,07/26/2016,10:25:00,K16-350327
A0608029,SCHNAUZER MIN,OWNER SURRENDER,GENERAL,06/04/2016,15:26:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,07/05/2016,15:40:00,K16-348659
A0608526,AMERICAN STAFF,STRAY,POSSIBLY OWNED,01/16/2016,17:46:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,02/20/2016,18:23:00,K16-336989
A0608526,AMERICAN STAFF,STRAY,POSSIBLY OWNED,12/18/2015,17:46:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,01/08/2016,14:29:00,K15-335009
A0608851,SCHNAUZER MIN,OWNER SURRENDER,GENERAL,05/21/2016,14:53:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,05/26/2016,17:09:00,K16-347155
A0609633,PIT BULL,CONFISCATED,QUARANTINE,08/29/2016,11:33:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,09/08/2016,15:47:00,K16-357443
A0609888,CAIRN TERRIER,OWNER SURRENDER,GENERAL,11/11/2015,15:11:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,11/21/2015,17:10:00,K15-332292
A0613800,GERM SHEPHERD,STRAY,AT LARGE,01/02/2016,07:47:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,01/02/2016,11:46:00,K16-335842
A0614720,CHIHUAHUA SH,STRAY,AT LARGE,04/06/2016,13:09:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,04/22/2016,15:01:00,K16-342928
A0614761,DACHSHUND,OWNER SURRENDER,DEAD ON ARRIVAL,01/03/2016,12:03:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,01/03/2016,12:09:00,K16-335906
A0616610,CAVALIER SPAN,FOUND REPORT,OTHER,12/12/2015,15:54:00,HEALTHY,FOUND REPORT,12/30/2015,14:45:00,K15-334581
A0616991,GERM SHEPHERD,STRAY,POSSIBLY OWNED,07/06/2016,14:52:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,08/03/2016,16:13:00,K16-352094
A0620464,BASSET HOUND,OWNER SURRENDER,GENERAL,06/03/2016,11:39:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,06/11/2016,11:16:00,K16-348451
A0622452,LHASA APSO,STRAY,POSSIBLY OWNED,03/27/2016,14:32:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,04/07/2016,18:22:00,K16-342026
A0622866,ROTTWEILER,STRAY,AT LARGE,06/14/2016,09:49:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,06/24/2016,12:53:00,K16-349699
A0622892,PIT BULL,STRAY,AT LARGE,12/23/2015,23:51:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,12/24/2015,11:48:00,K15-335330
A0623008,GERM SHEPHERD,CONFISCATED,KEEP SAFE,07/05/2016,18:15:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,07/06/2016,16:12:00,K16-352000
A0624086,POODLE MIN,OWNER SURRENDER,DEAD ON ARRIVAL,03/24/2016,16:43:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,03/24/2016,16:47:00,K16-341849
A0627567,GERM SHEPHERD,OWNER SURRENDER,GENERAL,02/26/2016,13:48:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,02/26/2016,15:53:00,K16-339850
