animal_id,breed,intake_type,intake_subtype,intake_date,intake_time,intake_condition,outcome,outcome_date,outcome_time,impound_num
A0544331,PUG,CONFISCATED,QUARANTINE,05/10/2018,05:53:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,05/23/2018,16:46:00,K18-417001
A0544408,SILKY TERRIER,OWNER SURRENDER,GENERAL,08/14/2018,12:26:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,08/15/2018,17:58:00,K18-428936
A0545941,LABRADOR RETR,STRAY,AT LARGE,02/16/2018,06:15:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,02/19/2018,15:20:00,K18-408373
A0548674,ROTTWEILER,OWNER SURRENDER,EUTHANASIA REQUESTED,07/31/2018,15:18:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,07/31/2018,16:18:00,K18-427186
A0550030,LABRADOR RETR,OWNER SURRENDER,GENERAL,06/04/2018,15:57:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,06/14/2018,17:07:00,K18-419832
A0553113,CHIHUAHUA SH,STRAY,AT LARGE,01/24/2018,08:08:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,01/24/2018,08:16:00,K18-406293
A0553631,AIREDALE TERR,STRAY,AT LARGE,07/21/2018,08:07:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,07/21/2018,18:40:00,K18-425905
A0557350,GERM SHEPHERD,STRAY,AT LARGE,01/23/2018,16:08:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,01/23/2018,16:10:00,K18-406253
A0557415,PIT BULL,CONFISCATED,KEEP SAFE,06/11/2018,11:06:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,06/13/2018,18:13:00,K18-420700
A0562326,DACHSHUND,STRAY,AT LARGE,06/05/2018,09:33:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,06/05/2018,09:36:00,K18-419895
A0562717,CHOW CHOW,STRAY,AT LARGE,06/20/2018,14:37:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,06/21/2018,13:58:00,K18-421862
A0563541,CHIHUAHUA SH,OWNER SURRENDER,EUTHANASIA REQUESTED,10/05/2017,13:46:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,10/05/2017,14:53:00,K17-395990
A0566343,CHOW CHOW,STRAY,AT LARGE,01/26/2018,07:55:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,02/06/2018,11:25:00,K18-406494
A0566977,AM PIT BULL TER,STRAY,AT LARGE,01/06/2018,07:50:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,01/06/2018,07:57:00,K18-404626
A0568350,LABRADOR RETR,OWNER SURRENDER,EUTHANASIA REQUESTED,01/02/2018,16:10:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,01/02/2018,16:52:00,K18-404247
A0569275,LABRADOR RETR,STRAY,AT LARGE,12/24/2017,17:05:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,12/24/2017,15:40:00,K17-403624
A0569511,PARSON RUSS TER,CONFISCATED,QUARANTINE,05/26/2018,17:51:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,05/30/2018,18:12:00,K18-418901
A0569958,GERM SHEPHERD,OWNER SURRENDER,GENERAL,11/02/2017,16:39:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,11/02/2017,17:28:00,K17-398925
A0570248,LABRADOR RETR,STRAY,AT LARGE,01/26/2018,11:41:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,01/28/2018,16:53:00,K18-406548
A0573602,AM PIT BULL TER,STRAY,AT LARGE,08/16/2018,21:27:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,09/09/2018,00:00:00,K18-429262
A0574526,GERM SHEPHERD,OWNER SURRENDER,GENERAL,09/07/2018,16:37:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,09/08/2018,13:19:00,K18-431659
A0576900,PIT BULL,OWNER SURRENDER,EUTHANASIA REQUESTED,05/22/2018,13:42:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,05/22/2018,14:32:00,K18-418297
A0577608,SIBERIAN HUSKY,OWNER SURRENDER,GENERAL,06/12/2018,09:49:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,06/16/2018,17:23:00,K18-420806
A0577905,DACHSHUND LH,STRAY,AT LARGE,05/18/2018,18:26:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,05/28/2018,11:45:00,K18-417763
A0578142,SHIH TZU,STRAY,CONFINED,11/07/2017,08:30:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,11/07/2017,18:17:00,K17-399311
A0578640,GERM SHEPHERD,OWNER SURRENDER,GENERAL,02/05/2018,16:09:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,02/26/2018,14:40:00,K18-407421
A0580008,AMER ESKIMO,STRAY,AT LARGE,04/15/2018,15:57:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,04/15/2018,15:59:00,K18-414293
A0580400,POINTER,STRAY,AT LARGE,07/06/2018,12:16:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,07/07/2018,17:27:00,K18-423976
A0580400,POINTER,STRAY,AT LARGE,09/08/2018,13:39:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,09/08/2018,15:19:00,K18-431754
A0581534,BOXER,OWNER SURRENDER,DEAD ON ARRIVAL,06/17/2018,03:10:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,06/17/2018,00:00:00,K18-421402
A0583065,ALASKAN HUSKY,OWNER SURRENDER,GENERAL,07/10/2018,13:15:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,07/11/2018,17:56:00,K18-424535
A0585116,CAIRN TERRIER,OWNER SURRENDER,GENERAL,04/02/2018,14:20:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,04/04/2018,12:47:00,K18-412862
A0585505,LABRADOR RETR,STRAY,AT LARGE,10/16/2017,11:57:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,11/15/2017,13:27:00,K17-397146
A0589013,GERM SHEPHERD,STRAY,POSSIBLY OWNED,05/30/2018,02:26:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,06/24/2018,13:29:00,K18-419200
A0589852,RAT TERRIER,STRAY,AT LARGE,10/02/2017,08:42:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/03/2017,13:53:00,K17-395570
A0590499,LABRADOR RETR,STRAY,AT LARGE,06/12/2018,10:18:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,06/20/2018,11:34:00,K18-420808
A0590800,SIBERIAN HUSKY,STRAY,POSSIBLY OWNED,11/12/2017,10:21:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,11/17/2017,16:03:00,K17-399810
A0591331,BORDER COLLIE,STRAY,CONFINED,10/09/2017,17:09:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,10/20/2017,09:21:00,K17-396423
A0592286,TOY FOX TERRIER,STRAY,POSSIBLY OWNED,08/19/2018,13:09:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,08/20/2018,17:48:00,K18-429586
A0594723,POMERANIAN,OWNER SURRENDER,DEAD ON ARRIVAL,10/07/2017,15:32:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,10/07/2017,15:40:00,K17-396219
A0594949,SCHNAUZER MIN,STRAY,POSSIBLY OWNED,02/27/2018,14:18:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,03/08/2018,15:43:00,K18-409356
A0598398,CHIHUAHUA SH,STRAY,AT LARGE,05/11/2018,07:22:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,05/11/2018,16:54:00,K18-417005
A0598660,LABRADOR RETR,STRAY,AT LARGE,10/25/2017,08:53:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/25/2017,17:52:00,K17-398011
A0602627,ROTTWEILER,STRAY,CONFINED,02/16/2018,06:53:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,02/16/2018,17:19:00,K18-408376
A0603681,BOXER,FOSTER,GENERAL,03/03/2018,11:17:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,FOSTER,03/03/2018,17:52:00,K18-409737
A0603681,BOXER,OWNER SURRENDER,GENERAL,01/24/2018,14:14:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,FOSTER,02/18/2018,12:36:00,K18-406360
A0603681,BOXER,FOSTER,GENERAL,03/10/2018,13:39:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,03/10/2018,13:44:00,K18-410460
A0604353,GERM SHEPHERD,OWNER SURRENDER,GENERAL,05/29/2018,15:42:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,05/29/2018,17:55:00,K18-419160
A0605668,CHIHUAHUA SH,STRAY,AT LARGE,04/14/2018,18:30:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,04/16/2018,15:10:00,K18-414238
A0605735,COLLIE MIX,TRANSFER,OTHER,10/31/2017,14:46:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,11/05/2017,16:50:00,K17-398620
A0606269,LABRADOR RETR,CONFISCATED,KEEP SAFE,02/03/2018,14:38:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,02/11/2018,12:19:00,K18-407253
A0609633,PIT BULL,CONFISCATED,QUARANTINE,11/30/2017,19:19:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,12/11/2017,12:55:00,K17-401517
A0610666,CAIRN TERRIER,CONFISCATED,QUARANTINE,01/12/2018,14:27:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,01/27/2018,16:12:00,K18-405239
A0613363,CHIHUAHUA SH,OWNER SURRENDER,EUTHANASIA REQUESTED,02/26/2018,14:36:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,02/26/2018,15:37:00,K18-409258
A0616837,PHARAOH HOUND,CONFISCATED,KEEP SAFE,03/24/2018,08:32:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,04/17/2018,13:34:00,K18-411863
A0619594,POODLE MIN,STRAY,AT LARGE,04/25/2018,08:47:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,04/25/2018,08:50:00,K18-415315
A0619736,PITBULL,STRAY,AT LARGE,12/01/2017,12:14:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,12/01/2017,12:15:00,K17-401556
A0622776,BOXER,STRAY,CONFINED,03/02/2018,08:57:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,03/13/2018,13:08:00,K18-409608
A0625318,WELSH CORGI CAR,OWNER SURRENDER,GENERAL,05/04/2018,13:53:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,05/11/2018,11:40:00,K18-416289
A0627864,CATAHOULA,STRAY,POSSIBLY OWNED,08/09/2018,09:35:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,08/10/2018,16:51:00,K18-428221
A0632283,YORKSHIRE TERR,STRAY,AT LARGE,04/02/2018,11:30:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,04/02/2018,11:33:00,K18-412827
A0633642,ROTTWEILER,CONFISCATED,QUARANTINE,07/09/2018,11:03:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,07/13/2018,15:09:00,K18-424337
A0639257,AM PIT BULL TER,OWNER SURRENDER,GENERAL,12/05/2017,15:55:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,12/17/2017,09:50:00,K17-401910
A0642813,GERM SHEPHERD,STRAY,AT LARGE,04/03/2018,10:33:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,04/13/2018,18:47:00,K18-412941
A0644743,BOXER,STRAY,AT LARGE,05/19/2018,08:11:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,05/19/2018,08:14:00,K18-417798
A0645476,GERM SHEPHERD,STRAY,AT LARGE,09/22/2018,13:09:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,09/24/2018,13:29:00,K18-433490
A0645636,AUST SHEPHERD,STRAY,AT LARGE,01/11/2018,13:16:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,01/11/2018,17:58:00,K18-405170
A0646626,PIT BULL,STRAY,POSSIBLY OWNED,06/03/2018,11:39:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,TRANSFER,06/29/2018,15:32:00,K18-419692
A0648092,WELSH CORGI CAR,OWNER SURRENDER,QUARANTINE,04/26/2018,00:07:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,TRANSFER,05/09/2018,19:12:00,K18-415439
A0648223,SHIH TZU,STRAY,AT LARGE,10/24/2017,13:06:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/24/2017,13:08:00,K17-397938
A0648958,GERM SHEPHERD,CONFISCATED,KEEP SAFE,02/15/2018,06:06:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,02/15/2018,12:17:00,K18-408274
A0648983,MALTESE,OWNER SURRENDER,GENERAL,10/23/2017,11:04:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,10/28/2017,00:00:00,K17-397796
A0650286,MALTESE,STRAY,CONFINED,01/24/2018,13:56:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,02/07/2018,15:45:00,K18-406342
A0651916,GERM SHEPHERD,OWNER SURRENDER,GENERAL,11/08/2017,11:07:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,11/08/2017,12:03:00,K17-399420
A0652295,LABRADOR RETR,STRAY,AT LARGE,06/09/2018,20:24:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,06/10/2018,13:16:00,K18-420590
A0654169,LABRADOR RETR,STRAY,POSSIBLY OWNED,07/11/2018,08:44:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,07/20/2018,13:10:00,K18-424617
A0654523,SCHNAUZER MIN,STRAY,POSSIBLY OWNED,02/05/2018,13:04:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,02/07/2018,14:33:00,K18-407397
A0655091,LABRADOR RETR,STRAY,POSSIBLY OWNED,06/18/2018,09:54:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,06/29/2018,11:06:00,K18-421521
A0656668,CAIRN TERRIER,OWNER SURRENDER,GENERAL,04/03/2018,12:02:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,04/07/2018,15:43:00,K18-412974
A0656715,SWISS HOUND,CONFISCATED,QUARANTINE,11/08/2017,21:17:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,11/09/2017,11:58:00,K17-399490
A0657092,LABRADOR RETR,STRAY,AT LARGE,11/15/2017,17:16:00,HEALTHY,RETURNED TO OWNER,11/15/2017,17:19:00,K17-400169
A0658999,GERM SHEPHERD,STRAY,AT LARGE,08/02/2018,07:46:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,08/03/2018,10:04:00,K18-427392
A0660226,LABRADOR RETR,OWNER SURRENDER,GENERAL,03/20/2018,09:47:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,04/12/2018,00:00:00,K18-411424
A0660552,CHIHUAHUA SH,STRAY,AT LARGE,11/15/2017,17:16:00,HEALTHY,RETURNED TO OWNER,11/15/2017,17:19:00,K17-400170
A0662803,MALTESE,STRAY,CONFINED,05/25/2018,14:37:00,HEALTHY,RETURNED TO OWNER,05/26/2018,14:30:00,K18-418718
A0663487,FRENCH BULLDOG,CONFISCATED,QUARANTINE DEAD ON ARRIVAL,11/15/2017,12:38:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,11/15/2017,12:38:00,K17-400116
A0663566,MIN PINSCHER,STRAY,POSSIBLY OWNED,12/14/2017,14:04:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,12/15/2017,11:40:00,K17-402739
A0664263,SHIH TZU,STRAY,POSSIBLY OWNED,10/28/2017,14:49:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/28/2017,17:32:00,K17-398367
A0664755,CHOW CHOW,STRAY,AT LARGE,04/03/2018,10:13:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,04/21/2018,11:52:00,K18-412937
A0665321,BOXER,STRAY,AT LARGE,07/25/2018,11:41:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,07/27/2018,13:43:00,K18-426495
A0666883,CHOW CHOW,OWNER SURRENDER,GENERAL,12/02/2017,01:41:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,12/10/2017,14:14:00,K17-401611
A0667373,PIT BULL,OWNER SURRENDER,GENERAL,12/05/2017,15:55:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,12/05/2017,17:59:00,K17-401908
A0671310,CAIRN TERRIER,CONFISCATED,QUARANTINE,08/26/2018,10:53:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,09/04/2018,11:22:00,K18-430346
A0671310,CAIRN TERRIER,CONFISCATED,QUARANTINE,11/27/2017,10:00:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,12/06/2017,11:12:00,K17-401220
A0671622,GERM SHEPHERD,OWNER SURRENDER,GENERAL,08/21/2018,11:04:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,09/02/2018,14:04:00,K18-429783
