animal_id,breed,intake_type,intake_subtype,intake_date,intake_time,intake_condition,outcome,outcome_date,outcome_time,impound_num
A0437031,POODLE TOY,OWNER SURRENDER,GENERAL,04/14/2015,20:00:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,04/25/2015,11:55:00,K15-312684
A0439732,ROTTWEILER,OWNER SURRENDER,EUTHANASIA REQUESTED,06/11/2015,00:13:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,06/11/2015,00:30:00,K15-318879
A0439826,BEAGLE,OWNER SURRENDER,GENERAL,04/20/2015,11:28:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,04/20/2015,00:00:00,K15-313185
A0439875,SHEPHERD MIX,STRAY,POSSIBLY OWNED,03/29/2015,13:00:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,04/16/2015,18:53:00,K15-311167
A0439967,PIT BULL,LOST REPORT,OTHER,04/28/2015,17:20:00,HEALTHY,LOST REPORT,04/29/2015,13:59:00,K15-313959
A0440506,LABRADOR RETR,OWNER SURRENDER,QUARANTINE,11/28/2014,12:48:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,12/14/2014,15:59:00,K14-302418
A0445459,PIT BULL,OWNER SURRENDER,GENERAL,12/10/2014,14:41:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,12/10/2014,15:00:00,K14-303084
A0460110,TERRIER MIX,STRAY,AT LARGE,09/19/2015,10:48:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,09/19/2015,15:15:00,K15-327945
A0466352,CHOW CHOW,OWNER SURRENDER,EUTHANASIA REQUESTED,02/08/2015,18:52:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,02/08/2015,20:19:00,K15-307574
A0466962,AUST TERRIER,OWNER SURRENDER,GENERAL,07/22/2015,18:03:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,07/24/2015,11:14:00,K15-323124
A0467353,PUG,STRAY,POSSIBLY OWNED,10/17/2014,18:13:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/19/2014,15:31:00,K14-298899
A0470399,BOXER,OWNER SURRENDER,EUTHANASIA REQUESTED,07/28/2015,16:04:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,07/28/2015,05:30:00,K15-323641
A0475590,RAT TERRIER,STRAY,POSSIBLY OWNED,07/24/2015,15:17:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,08/05/2015,17:08:00,K15-323296
A0481916,COCKER SPAN,STRAY,AT LARGE,05/16/2015,14:26:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,05/19/2015,11:56:00,K15-315939
A0482027,AMER BULLDOG,OWNER SURRENDER,GENERAL,06/20/2015,13:21:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,06/20/2015,14:33:00,K15-319975
A0487180,LABRADOR RETR,STRAY,CONFINED,01/08/2015,18:29:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,01/23/2015,12:41:00,K15-305259
A0489693,ALASKAN HUSKY,CONFISCATED,KEEP SAFE,05/14/2015,20:21:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,05/26/2015,11:27:00,K15-315726
A0491777,CHOW CHOW,OWNER SURRENDER,EUTHANASIA REQUESTED,06/03/2015,08:55:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,06/03/2015,13:59:00,K13-267368
A0494308,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,08/27/2015,15:08:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,09/01/2015,16:10:00,K15-326128
A0494603,LABRADOR RETR,STRAY,AT LARGE,07/06/2015,14:35:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,07/06/2015,15:35:00,K15-321579
A0494603,LABRADOR RETR,STRAY,AT LARGE,05/02/2015,09:04:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,05/07/2015,14:33:00,K15-314280
A0495163,LABRADOR RETR,STRAY,AT LARGE,10/25/2014,18:45:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,11/04/2014,17:46:00,K14-299219
A0495375,ALASKAN HUSKY,CONFISCATED,KEEP SAFE,05/14/2015,20:21:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,06/07/2015,17:06:00,K15-315728
A0497424,LABRADOR RETR,OWNER SURRENDER,DEAD ON ARRIVAL,12/10/2014,14:56:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,12/10/2014,14:58:00,K14-303089
A0506308,DALMATIAN,OWNER SURRENDER,GENERAL,11/20/2014,08:21:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,11/20/2014,16:59:00,K14-301624
A0510229,GERM SHEPHERD,STRAY,POSSIBLY OWNED,06/16/2015,19:14:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,06/30/2015,11:11:00,K15-319514
A0511737,GOLDEN RETR,OWNER SURRENDER,GENERAL,03/10/2015,11:05:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,06/10/2015,18:38:00,K15-309556
A0512894,AUST SHEPHERD,STRAY,AT LARGE,01/16/2015,16:14:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,01/27/2015,00:00:00,K15-305812
A0518862,DACHSHUND,STRAY,AT LARGE,09/18/2015,17:28:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,09/22/2015,12:14:00,K15-327909
A0521951,CHIHUAHUA LH,OWNER SURRENDER,GENERAL,04/29/2015,11:32:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,05/01/2015,16:43:00,K15-314009
A0521955,POODLE MIN,OWNER SURRENDER,GENERAL,04/29/2015,11:32:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,05/10/2015,10:29:00,K15-314012
A0521958,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,04/29/2015,11:32:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,05/01/2015,16:42:00,K15-314003
A0523233,BEAGLE,STRAY,POSSIBLY OWNED,02/09/2015,13:45:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,02/22/2015,00:00:00,K15-307642
A0524154,GREAT DANE,OWNER SURRENDER,EUTHANASIA REQUESTED,11/02/2014,15:56:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,11/02/2014,16:20:00,K14-300173
A0524795,FLAT COAT RETR,STRAY,POSSIBLY OWNED,08/14/2015,21:32:00,HEALTHY,RETURNED TO OWNER,08/15/2015,12:53:00,K15-324979
A0525043,BLACK MOUTH CUR,CONFISCATED,KEEP SAFE,02/04/2015,19:19:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,02/05/2015,15:50:00,K15-307308
A0527299,DALMATIAN,STRAY,POSSIBLY OWNED,03/13/2015,17:39:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,03/26/2015,12:50:00,K15-309894
A0527939,PIT BULL,STRAY,AT LARGE,09/29/2015,09:41:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,09/30/2015,16:07:00,K15-328736
A0531073,CHOW CHOW,OWNER SURRENDER,GENERAL,06/22/2015,17:36:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,06/22/2015,19:05:00,K15-320203
A0531149,WELSH TERRIER,CONFISCATED,QUARANTINE,01/23/2015,15:21:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,02/02/2015,16:36:00,K15-306310
A0533451,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,07/28/2015,11:13:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,07/28/2015,13:46:00,K15-323590
A0533987,GOLDEN RETR,STRAY,AT LARGE,09/20/2015,20:10:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,09/20/2015,21:43:00,K15-328058
A0534507,GERM SHEPHERD,STRAY,POSSIBLY OWNED,11/25/2014,17:17:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,12/22/2014,16:33:00,K14-302149
A0534809,GERM SHEPHERD,STRAY,QUARANTINE,10/03/2014,13:02:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,11/02/2014,11:54:00,K14-297683
A0534966,ROTTWEILER,OWNER SURRENDER,GENERAL,05/08/2015,13:39:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,05/09/2015,15:21:00,K15-314941
A0540977,PIT BULL,STRAY,POSSIBLY OWNED,01/13/2015,00:27:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,01/14/2015,15:58:00,K15-305522
A0545471,DACHSHUND,OWNER SURRENDER,GENERAL,06/06/2015,14:55:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,06/08/2015,11:53:00,K15-318386
A0547794,GERM SHEPHERD,CONFISCATED,KEEP SAFE,03/03/2015,18:11:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,03/04/2015,15:18:00,K15-309088
A0549479,LABRADOR RETR,OWNER SURRENDER,GENERAL,04/08/2015,11:07:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,04/19/2015,12:35:00,K15-312025
A0552551,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,12/22/2014,16:31:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,01/05/2015,13:03:00,K14-304086
A0559143,SHIH TZU,CONFISCATED,CRUELTY,12/16/2014,02:37:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,12/29/2014,14:10:00,K14-303585
A0560440,BASSET HOUND,OWNER SURRENDER,GENERAL,06/08/2015,15:23:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,07/21/2015,17:00:00,K15-318568
A0562772,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,09/26/2015,11:58:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,10/13/2015,12:18:00,K15-328496
A0563004,CHIHUAHUA SH,STRAY,AT LARGE,02/26/2015,22:06:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,03/12/2015,13:19:00,K15-308768
A0566359,PIT BULL,OWNER SURRENDER,GENERAL,03/07/2015,22:39:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,03/08/2015,16:28:00,K15-309419
A0568159,AMERICAN STAFF,STRAY,AT LARGE,11/08/2014,13:16:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,11/12/2014,18:41:00,K14-300725
A0570040,ROTTWEILER,OWNER SURRENDER,EUTHANASIA REQUESTED,10/08/2014,11:54:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,10/08/2014,12:42:00,K14-298064
A0570047,POODLE MIN,OWNER SURRENDER,GENERAL,10/30/2014,15:13:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,11/13/2014,15:05:00,K14-299936
A0570081,LABRADOR RETR,STRAY,AT LARGE,06/09/2015,10:31:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,06/10/2015,12:45:00,K15-318619
A0570081,LABRADOR RETR,CONFISCATED,QUARANTINE,01/18/2015,15:57:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,01/24/2015,17:04:00,K15-305951
A0570081,LABRADOR RETR,CONFISCATED,QUARANTINE,07/31/2015,17:25:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,08/11/2015,10:08:00,K15-323841
A0570081,LABRADOR RETR,STRAY,POSSIBLY OWNED,06/16/2015,10:45:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,06/19/2015,11:23:00,K15-319418
A0571459,POMERANIAN,STRAY,AT LARGE,07/06/2015,13:38:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,07/06/2015,19:01:00,K15-321592
A0572114,AUST TERRIER,CONFISCATED,KEEP SAFE,04/22/2015,15:50:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,05/04/2015,12:33:00,K15-313404
A0572169,PIT BULL,STRAY,POSSIBLY OWNED,11/12/2014,12:32:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,11/14/2014,11:57:00,K14-301052
A0572610,AMERICAN STAFF,CONFISCATED,QUARANTINE,09/01/2015,12:45:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,09/14/2015,14:09:00,K15-326517
A0572979,PIT BULL,OWNER SURRENDER,EUTHANASIA REQUESTED,10/18/2014,12:30:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,10/18/2014,13:18:00,K14-298938
A0574183,CHIHUAHUA SH,OWNER SURRENDER,EUTHANASIA REQUESTED,05/20/2015,14:27:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,05/21/2015,13:48:00,K15-316469
A0575303,CHIHUAHUA SH,OWNER SURRENDER,EUTHANASIA REQUESTED,09/11/2015,10:42:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,09/11/2015,11:14:00,K15-327302
A0575663,SHEPHERD MIX,STRAY,POSSIBLY OWNED,06/19/2015,17:21:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,07/03/2015,08:31:00,K15-319913
A0577330,CHIHUAHUA SH,STRAY,POSSIBLY OWNED,03/11/2015,14:54:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,03/21/2015,17:47:00,K15-309699
A0578682,ROTTWEILER,OWNER SURRENDER,EUTHANASIA REQUESTED,07/06/2015,13:12:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,07/06/2015,13:29:00,K15-321566
A0579847,CHIHUAHUA LH,STRAY,QUARANTINE,12/02/2014,13:51:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,12/17/2014,16:29:00,K14-302525
A0580058,SIBERIAN HUSKY,CONFISCATED,KEEP SAFE,05/14/2015,20:21:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,05/22/2015,18:36:00,K15-315722
A0581609,PIT BULL,OWNER SURRENDER,EUTHANASIA REQUESTED,11/03/2014,12:59:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,11/03/2014,15:52:00,K14-300231
A0583993,CHOW CHOW,STRAY,POSSIBLY OWNED,07/23/2015,07:01:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,08/04/2015,08:09:00,K15-323150
A0584411,SCHNAUZER MIN,OWNER SURRENDER,GENERAL,01/09/2015,14:41:00,HEALTHY,ADOPTION,01/14/2015,17:41:00,K15-305310
A0585043,PIT BULL,STRAY,POSSIBLY OWNED,01/15/2015,18:38:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,01/16/2015,11:54:00,K15-305747
A0585800,GERM SHEPHERD,FOUND REPORT,OTHER,04/16/2015,09:42:00,HEALTHY,FOUND REPORT,04/28/2015,12:58:00,K15-312809
A0587867,LABRADOR RETR,STRAY,POSSIBLY OWNED,12/22/2014,15:01:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,12/23/2014,12:49:00,K14-304058
A0588060,GERM SHEPHERD,OWNER SURRENDER,GENERAL,06/06/2015,11:02:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,06/07/2015,11:03:00,K15-318321
A0590884,MIXED,STRAY,AT LARGE,07/22/2015,14:16:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,07/22/2015,16:38:00,K15-323100
A0591331,BORDER COLLIE,CONFISCATED,QUARANTINE,10/10/2014,23:23:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/23/2014,17:02:00,K14-298334
A0591420,GERM SHEPHERD,OWNER SURRENDER,GENERAL,04/27/2015,11:31:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,04/28/2015,11:45:00,K15-313831
A0591832,SCHNAUZER MIN,LOST REPORT,OTHER,04/15/2015,11:20:00,HEALTHY,LOST REPORT,05/07/2015,14:03:00,K15-312711
A0591975,PIT BULL,LOST REPORT,OTHER,12/06/2014,12:20:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,LOST REPORT,01/15/2015,08:05:00,K14-302811
A0627815,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,05/09/2015,11:28:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,05/10/2015,14:27:00,K15-315029
A0593931,GREAT DANE,STRAY,AT LARGE,10/24/2014,10:04:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/24/2014,11:47:00,K14-299410
A0596322,PIT BULL,STRAY,CONFINED,03/11/2015,23:00:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,03/22/2015,17:08:00,K15-309728
A0599113,ROTTWEILER,CONFISCATED,QUARANTINE,01/02/2015,22:50:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,01/12/2015,12:15:00,K15-304824
A0602627,ROTTWEILER,STRAY,POSSIBLY OWNED,11/04/2014,16:52:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,11/06/2014,15:19:00,K14-300351
A0602706,DOBERMAN PINSCH,STRAY,AT LARGE,01/10/2015,15:15:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,01/25/2015,11:43:00,K15-305383
A0602995,AMERICAN STAFF,OWNER SURRENDER,GENERAL,09/08/2015,17:21:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,09/09/2015,13:52:00,K15-327080
A0602997,AMERICAN STAFF,OWNER SURRENDER,GENERAL,09/08/2015,17:21:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,09/08/2015,19:08:00,K15-327078
A0604320,CHIHUAHUA SH,STRAY,AT LARGE,03/25/2015,15:55:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,04/02/2015,18:23:00,K15-310874
A0604712,GREAT DANE,STRAY,AT LARGE,02/10/2015,09:30:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,02/24/2015,15:49:00,K15-307664
A0605724,GERM SHEPHERD,OWNER SURRENDER,GENERAL,12/26/2014,13:37:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,12/28/2014,10:46:00,K14-304343
A0605724,GERM SHEPHERD,STRAY,POSSIBLY OWNED,12/08/2014,15:40:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,12/09/2014,18:30:00,K14-302941
A0606049,ENG SETTER,CONFISCATED,QUARANTINE,03/25/2015,22:55:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,03/30/2015,18:01:00,K15-310895
A0606695,BOXER,STRAY,POSSIBLY OWNED,10/15/2014,11:25:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,10/19/2014,10:45:00,K14-298628
A0606755,AMER ESKIMO,STRAY,QUARANTINE,08/15/2015,15:31:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,TRANSFER,09/02/2015,00:00:00,K15-325052
A0606975,BOXER,STRAY,CONFINED,06/06/2015,17:48:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,06/15/2015,17:02:00,K15-318413
A0608355,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,03/01/2015,15:24:00,HEALTHY,ADOPTION,03/26/2015,19:44:00,K15-308857
A0609633,PIT BULL,CONFISCATED,QUARANTINE,09/21/2015,11:41:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/01/2015,14:45:00,K15-328074
A0610246,SHIH TZU,CONFISCATED,CRUELTY,12/16/2014,02:20:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,12/29/2014,14:06:00,K14-303582
A0610864,PITBULL,STRAY,AT LARGE,03/22/2015,14:38:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RETURNED TO OWNER,03/23/2015,12:10:00,K15-310585
